Ulasan_preprocessing
"['saja', 'instal', 'aplikasi', 'error', 'tidak', 'dapat', 'dibukaagak', 'kecewa']"
"['proses', 'bikin', 'atm', 'hanabank', 'sangat', 'mudah', 'simplesemoga', 'hanabank', 'baik']"
"['ada', 'saja', 'laku', 'bug', 'nya', 'variasi', 'dikit', 'suruh', 'call', 'hana', 'layan', 'wa', 'ada', 'sudah', 'layan', 'call', 'hana', 'nya', 'tidak', 'dapat', 'hubung', 'nomor', 'yang', 'anda', 'tuju', 'salah', 'apa', 'kapok']"
"['aplikasi', 'tidak', 'gunadaftar', 'saja', 'sulit', 'jangan', 'ada', 'yang', 'download', 'aplikasi', 'inidari', 'pada', 'buang', 'kuota']"
"['sangat', 'worthit', 'dapat', 'kartu', 'gratispraktis', 'biaya', 'admin', 'transfer', 'pun', 'moga', 'ada', 'fitur', 'bayar', 'tagih', 'pulsalistrikpulsadata', 'dan lain lain', 'biar', 'lebih', 'jos']"
"['uninstal', 'not', 'rekomendasi', 'verifikasi', 'wajah', 'sering', 'error', 'masuk', 'tahap', 'dari', 'tahap', 'proses', 'daftar']"
"['sulit', 'apknya', 'tidak', 'rekomendasi', 'sudah', 'hubungin', 'call', 'center', 'hbissin', 'pulsa']"
"['transaksi', 'lancar', 'proses', 'cepat', 'yang', 'coba', 'ayok', 'rapat']"
"['line', 'bank', 'sih', 'screenshot', 'bukti', 'transfer', 'tidak', 'dapat', 'screenshot', 'riwayat', 'transfer', 'tidak', 'dapat', 'larang', 'aplikasi', 'semua', 'bagi', 'bukti', 'transfer', 'pilih', 'topup', 'dana', 'gopay', 'tidak', 'dapat', 'isi', 'sendiri', 'nonimlanua', 'tolong', 'baik', 'device', 'android', 'realme']"
"['sangat', 'bagus', 'sekali', 'fitur', 'nya', 'komplit', 'terimakasih']"
"['suka', 'banget', 'karena', 'mudah']"
"['kalo', 'mau', 'buat', 'buku', 'tabung', 'nya', 'ya']"
"['pakai', 'line', 'bank', 'dari', 'awal', 'launching', 'aplikasi', 'smooth', 'lancar', 'berat', 'banget', 'suka', 'load', 'lama', 'jaring', 'bagus']"
"['pakai', 'line', 'bank', 'turut', 'tidak', 'ada', 'yang', 'istimewa', 'promo', 'kadang', 'tidak', 'dapat', 'kepake', 'kadang', 'kalau', 'tidak', 'harap', 'tau', 'tau', 'dapat', 'cashback', 'yang', 'kesal', 'selesai', 'pakai', 'qris', 'jual', 'ngefoto', 'tidak', 'percaya', 'sama', 'tampil', 'line', 'bank', 'sudah', 'transfer', 'alhasil', 'harus', 'tunggu', 'lagi', 'sih', 'jual', 'ecek', 'akun', 'turut', 'itu', 'kurang', 'yang', 'aku', 'rasai', 'dari', 'line', 'bank', 'mungkin', 'dapat', 'buat', 'lebih', 'trusted', 'ada', 'tulis', 'hasil']"
"['jangan', 'diupdate', 'kalo', 'enggak ada', 'yang', 'ubah']"
"['sangat', 'bagus']"
"['entah', 'sering', 'munta', 'update', 'jauh', 'bagus', 'pakai', 'line', 'transaksi', 'online', 'offline']"
"['update', 'mulu']"
"['terlalu', 'banyak', 'update']"
['bagus']
"['aplikasi', 'sulit']"
"['tlng', 'data', 'saya', 'jangan', 'dsalah', 'guna', 'yasaya', 'tidak', 'jadi', 'jadi', 'nasabah', 'anda']"
"['bagus', 'aku', 'suka', 'jangan', 'bulan']"
"['guna', 'moga', 'manfaat', 'buat', 'transaksi']"
"['terlalu', 'banyak', 'seperti', 'tidak', 'ada', 'kerjanasw']"
['antap']
"['proses', 'sulit', 'aju', 'dana', 'cuma', 'area', 'yang', 'cover', 'not', 'rekomendasi', 'very', 'bad']"
['bagus']
"['tanggal', 'bulan', 'oktober', 'saya', 'sudah', 'hapus', 'ada', 'apa', 'apa', 'data', 'saya', 'itu', 'bukan', 'saya']"
['manfaat']
"['ku', 'kasih', 'bintang', 'karena', 'kecewa', 'sudah', 'isi', 'semua', 'syarat', 'nya', 'bilang', 'tetap', 'salah', 'nama', 'orang', 'tua', 'nama', 'orang', 'tua', 'aku', 'banyak', 'mohon', 'data', 'pribadi', 'akun', 'aku', 'hapus', 'jangan', 'salah', 'guna']"
"['yang', 'buat', 'saya', 'kecewa', 'karena', 'nyata', 'buat', 'kartu', 'debit', 'gratis', 'hanya', 'laku', 'pulau', 'jawa', 'saja']"
"['saya', 'mau', 'loginterus', 'tidak', 'dapat', 'masuk', 'harus', 'registrasi', 'data', 'ulang', 'payah']"
"['buat', 'rekening', 'lama', 'banget', 'sudah', 'minggu', 'tidak', 'jadi', 'jadi', 'bri', 'saja', 'cepat', 'banget', 'tidak', 'sampai', 'menit', 'jadi', 'lama']"
"['sih', 'penviriman', 'kartu', 'debit', 'lama', 'banget', 'sering', 'coba', 'deh', 'ganti', 'ekspedisi', 'masak', 'iya', 'ketemu', 'kurir', 'kata', 'alamat', 'tidak', 'ketemu', 'kali', 'loh', 'itu', 'jadi', 'lagi', 'adek', 'saya', 'kartu', 'debit', 'kunjung', 'datang', 'bulan', 'tau', 'payah', 'struk', 'transfer', 'jelek', 'banget', 'tampil', 'buat', 'transaksi', 'isi', 'ewallet', 'pagi', 'tidak', 'dapat', 'jelek', 'banget', 'sumpah', 'layan', 'kata', 'dari', 'korea', 'canggih', 'hft']"
"['aplikasi', 'yang', 'sederhana', 'mudah', 'transaksi', 'dalam', 'uang']"
"['bagi', 'verifikasi', 'kurang', 'respon', 'apa', 'dari', 'soundnya', 'saya', 'tidak', 'jadi', 'buka', 'rek', 'tolong', 'baik', 'lagi', 'dalam', 'layan', 'verifikasi']"
"['sulit', 'masuk', 'lewat', 'email', 'gara', 'gara', 'otp', 'cuma', 'menitkasih', 'alternatif', 'lain', 'lewat', 'smsatau', 'otomatid', 'otpnya']"
"['aplikasi', 'apa', 'mau', 'verivikasih', 'wajah', 'error', 'jangan', 'ada', 'yang', 'mau', 'aplikasi', 'jelek']"
"['aplikasi', 'fitnah', 'jual', 'anak', 'orang', 'allih', 'alih', 'laku', 'jual', 'beli', 'sabun', 'wajah', 'laku', 'coba', 'bunuh', 'buang', 'sampah', 'sembarang', 'gunung', 'jual', 'botol', 'minum', 'merek', 'aqua']"
"['kali', 'saya', 'buat', 'akun', 'bank', 'online', 'sangat', 'sulit', 'sangat', 'susah', 'tahan', 'sudah', 'kendala', 'masalah', 'verifikasih', 'wajah', 'hanya', 'bikin', 'sulit', 'selesai', 'dari', 'pada', 'sulit', 'mending', 'unistal', 'karena', 'aplikasi', 'tidak', 'guna']"
"['pinjam', 'tidak', 'acc', 'bayar']"
"['iklan', 'sih', 'giur', 'transaksi', 'pinjam', 'dalam', 'hitung', 'menit', 'sudah', 'daftar', 'download', 'dalam', 'proses', 'diiming', 'iming', 'saja', 'kalau', 'bank', 'tidak', 'punya', 'uang', 'buat', 'apa', 'buat', 'iklan', 'agar', 'daftar', 'data', 'salah', 'guna', 'jangan', 'coba', 'download', 'ya', 'cukup', 'tau', 'saja', 'dari', 'alam', 'kalau', 'yang', 'buat', 'komentar', 'bagus', 'beranrti', 'itu', 'team', 'ya', 'sobat']"
"['aplikasi', 'hancur', 'banget', 'sudah', 'kali', 'jadi', 'transfer', 'gagal', 'uang', 'sedot', 'nge', 'lag', 'lagi', 'aplikasi', 'aakh', 'call', 'center', 'cuma', 'senin', 'sampai', 'jumat', 'rill', 'inimah', 'gratis', 'transfer', 'gambling', 'nih', 'kalo', 'sudah', 'seperti', 'begini']"
"['app', 'nya', 'terlalu', 'berat', 'baik', 'lagi', 'agar', 'lebih', 'ringan']"
"['lagi', 'daftar', 'foto', 'wajah', 'saja', 'crash']"
"['tarik', 'tunai', 'mesin', 'atm', 'sama', 'sering', 'debit', 'uang', 'tidak', 'keluar', 'saldo', 'kurang', 'masalah', 'yang', 'sering', 'nasabah', 'line', 'bank', 'lain', 'bukan', 'hanya', 'saya', 'sendiri', 'kalo', 'tidak', 'telpon', 'buat', 'lapor', 'jangan', 'harap', 'uang', 'itu', 'fakta', 'sila', 'bukti']"
"['niat', 'mau', 'buka', 'pinjam', 'tau', 'tidak', 'dapat', 'limit', 'kira', 'langsung', 'dapat', 'limit', 'tau', 'tidak']"
"['line', 'bank', 'sering', 'error', 'ya']"
['lama']
['aman']
"['design', 'kartu', 'lucu', 'banget', 'saya', 'suka']"
"['maaf', 'saya', 'mau', 'buka', 'rekening', 'tidak', 'dapat', 'ada', 'tambah', 'eror', 'mulu', 'tolong', 'ada', 'baik', 'lagi', 'data', 'pribadi', 'saya', 'jangan', 'salah', 'guna', 'ya', 'jangan', 'sampai', 'ada', 'pihak', 'yang', 'pakai', 'data', 'pribadi', 'saya']"
"['sangat', 'mudah', 'aman', 'percaya']"
"['jangan', 'donlod', 'tidak', 'aplikasi', 'tidak', 'jelas']"
"['jadi', 'makin', 'bagus', 'kalo', 'tambah', 'fitur', 'reksadana']"
"['tidak', 'dapat', 'daftar', 'sudah', 'foto', 'ktp']"
"['log', 'nya', 'sulit', 'ya']"
"['proses', 'daftar', 'terlalu', 'sulit']"
"['apa', 'kali', 'kali', 'registrasi', 'balik', 'dari', 'awal', 'parah']"
"['moga', 'line', 'bank', 'cepat', 'sebar', 'semua', 'wilayah', 'indonesia', 'biar', 'semua', 'masyarakat', 'dapat', 'nikmat', 'fitur', 'yang', 'tawar']"
"['ya', 'transfer', 'dari', 'baca', 'hana', 'bank', 'terang', 'nya', 'sudah', 'masuk', 'nomor', 'sudah', 'benar', 'hana', 'bank', 'nya', 'tidak', 'ada', 'uang', 'masuk', 'hangus', 'sedih', 'amat', 'sudah', 'tunggu', 'kali', 'jam']"
"['line', 'bank', 'bagus', 'bikin', 'nyaman', 'mau', 'transfer', 'tarik', 'tunai', 'atm', 'saja', 'biaya', 'admin']"
"['aku', 'pakai', 'line', 'bank', 'soalna', 'lucu', 'hihitapi', 'aku', 'kasi', 'star', 'saja', 'ya', 'soal', 'sulit', 'kalo', 'mau', 'masukk', 'haruss', 'login', 'dluuknp', 'tidak', 'ganti', 'pakai', 'pin', 'saja', 'lebi', 'enak']"
"['bagus', 'banget']"
"['sudah', 'bagus', 'cuman', 'tarik', 'tunai', 'tidak', 'semua', 'atm', 'sama', 'dapat', 'cek', 'saldo', 'offline', 'pun', 'kena', 'tarif']"
"['non', 'aktif']"
"['makin', 'kesini', 'kuota', 'gratis', 'nya', 'dikit', 'banget', 'yang', 'nya', 'banyak', 'free', 'nya', 'batas', 'dikit', 'banget', 'sementara', 'bank', 'lain', 'asih', 'free', 'transfer', 'batas', 'kuota', 'dikit', 'gabung', 'kuota', 'gratis', 'nya']"
"['aplikasi', 'tidak', 'jelas']"
"['tidak', 'dapat', 'diupdate']"
"['aplikasi', 'yang', 'sulitlupa', 'password', 'sulit', 'komplain']"
"['parah', 'dapat', 'gagal', 'but', 'bank', 'nya']"
"['log', 'gagal', 'kandungpadahal', 'sudah', 'benar', 'apa', 'sudah', 'solusi', 'lain', 'log', 'karena', 'uang', 'saya', 'sudah', 'ada', 'situ', 'kak', 'kntor', 'cabang', 'sangat', 'jauh', 'mohon', 'ada', 'ikan', 'solusi']"
"['saya', 'uninstall', 'aplikasi', 'saya', 'tidak', 'tanggung', 'jawab', 'kalau', 'data', 'saya', 'salah', 'guna', 'saya', 'lapor', 'yang', 'wajib']"
['abidin']
"['aplikasi', 'kepul', 'data', 'hati', 'jangan', 'download']"
"['tolong', 'login', 'jangan', 'sulit', 'instal', 'ulang', 'aplikasi', 'harus', 'scan', 'ktp', 'masuk', 'nama', 'kandung', 'dan lain lain', 'repot', 'tidak', 'seperti', 'aplikasi', 'perban', 'lain', 'yang', 'mudah', 'hanya', 'masuk', 'username', 'email', 'pasword', 'pin', 'terimakasih']"
"['saya', 'guna', 'line', 'bank', 'sangat', 'senang', 'guna', 'aplikasi', 'bank']"
"['benar', 'bank', 'bagus', 'aplikasi', 'sering', 'banget', 'minta', 'jadi', 'bikin', 'memori', 'hp', 'full']"
"['coba', 'masuk', 'soal', 'ganti', 'hp', 'mau', 'masuk', 'sudah', 'aman', 'semua', 'tinggal', 'nama', 'nama', 'sudah', 'benar', 'huruf', 'kapital', 'tidak', 'kasih', 'spasi', 'tetap', 'tidak', 'dapat', 'masuk', 'aduh', 'harus', 'telp', 'yang', 'makan', 'pulsa', 'cari', 'kantor', 'lagi', 'sulit']"
"['kalau', 'daftar', 'isi', 'data', 'diri', 'bikin', 'akunharusnya', 'akun', 'mudah', 'dongbisa', 'lewat', 'nohpatau', 'kode', 'verifikasi', 'dapat', 'nama', 'orang tua', 'kandung', 'lewat', 'email', 'gampang', 'seperti', 'bank', 'aladin', 'tinggal', 'saja', 'email', 'password', 'nya', 'gitutks']"
"['saya', 'tidak', 'dapat', 'buka', 'blokir', 'atm', 'kali', 'salah', 'harus', 'cabang', 'sdgkan', 'saya', 'desa', 'tidak', 'mungkin', 'jadi', 'mau', 'saya', 'tutup', 'saja', 'lebih', 'bagus', 'bank', 'aladin', 'dapat', 'buka', 'blokir', 'via', 'aplikasi', 'sangat', 'simpel', 'tidak', 'sulit', 'harus', 'cabang', 'godbay', 'len', 'bank', 'digital', 'harus', 'nya', 'mudah', 'jadi', 'salah', 'pin', 'jangan', 'blokir', 'atm', 'harus', 'cabang', 'kasihan', 'yang', 'desa', 'seperti', 'aku']"
['bagus']
"['kali', 'daftar', 'tidak', 'ada', 'kendala', 'n', 'langsung', 'kasih', 'limit', 'juta', 'langsung', 'saya', 'cairin', 'quick', 'credit', 'kshnya', 'kata', 'yang', 'kasih', 'ya', 'sudah', 'yang', 'penting', 'kasih', 'dana', 'segar', 'cairin', 'dana', 'ada', 'verifikasi', 'by', 'telp', 'hp', 'n', 'kantor', 'sudah', 'coba', 'transaksi', 'deposit', 'lumayan', 'bagusawal', 'pinjamam', 'dksh', 'bunga', 'naik', 'limit', 'bunganyaa', 'jadi']"
"['baik', 'line', 'bank']"
['baik']
"['rabu', 'aplikasi', 'line', 'bank', 'saya', 'uninstal', 'karena', 'aju', 'pinjam', 'saya', 'tolak', 'data', 'saya', 'disalahgunakan', 'saya', 'lapor', 'kominfo', 'instansi', 'kait', 'saya', 'harap', 'data', 'saya', 'lindung', 'line', 'bank', 'karena', 'mau', 'aju', 'hapus', 'akun', 'sangat', 'sulit', 'suruh', 'hubung', 'customer service', 'saya', 'buat', 'bukti', 'saya', 'jadi', 'penyalahgunaan', 'kait', 'data', 'saya', 'terima', 'kasih']"
"['gembel', 'sulit', 'masuk', 'otp']"
"['sih', 'mau', 'ganti', 'pin', 'yang', 'blokir', 'saja', 'repot', 'masya', 'allah', 'pakai', 'menu', 'cell', 'hana', 'pulsa', 'serot', 'banyak', 'soal', 'kena', 'biaya', 'telvon', 'tidak', 'dapat', 'pakai', 'paket', 'telvon', 'menit', 'bicara', 'bicara', 'prihal', 'ganti', 'pin', 'sudah', 'mati', 'saja', 'telvonya', 'tambah', 'ubah', 'pin', 'aplikasi', 'tidak', 'dapat', 'lewat', 'whatssap', 'servis', 'tidak', 'dapat', 'mau', 'cabang', 'cabang', 'tidak', 'banyak', 'indonesia', 'harus', 'keluar', 'kota', 'jauh', 'hadeh']"
"['tolong', 'ilah', 'ringan', 'mudah', 'aju', 'pinjam']"
"['kurang', 'bagus', 'aju', 'pinjam', 'tolak']"
"['mau', 'masuk', 'tidak', 'bisaharus', 'seperti', 'daftar', 'ulang', 'buat', 'apa', 'ada', 'atm', 'nyaribet']"
['bagus']
"['saya', 'sudah', 'guna', 'rekening', 'line', 'by', 'hana', 'dari', 'awal', 'sampai', 'tidak', 'ada', 'masalah', 'puas', 'layan', 'mudah', 'masuk', 'dari', 'awal', 'buka', 'rekening', 'lagi', 'fitur', 'gratis', 'top', 'up', 'transfer', 'tarik', 'tunai', 'bank', 'lain', 'yang', 'baharu', 'bulan', 'masuk', 'bebas', 'biaya', 'administrasi', 'bulan', 'tidak', 'lupa', 'bank', 'beri', 'bunga', 'nasabah', 'biarpun', 'tidak', 'besar', 'bank', 'dari', 'negara']"
"['terima', 'kasih', 'kembang', 'yang', 'sangat', 'baik']"
"['moga', 'manfaat', 'buat', 'semua']"
"['terlalu', 'sering', 'baharu']"
"['mah', 'dikit', 'update', 'saja']"
"['aplikasi', 'nya', 'baharu', 'yang', 'lalu', 'saya', 'cek', 'sudah', 'ada', 'pemberitahuan', 'baharu', 'lagi', 'kalo', 'tidak', 'baharu', 'tidak', 'dapat', 'buka', 'apknya']"
"['makin', 'kesini', 'hp', 'android', 'makin', 'sulit', 'login', 'harus', 'nya', 'versi', 'baik', 'lebih', 'bagus', 'dari', 'pada', 'sulit', 'login', 'hp', 'android', 'lama']"
"['line', 'bank', 'bagus', 'nyaman', 'bulan', 'harus', 'update']"
"['pakai', 'aplikasi', 'sudah', 'nyaman', 'itu', 'sering', 'banget', 'update', 'kak']"
['bagus']
"['halloini', 'minta', 'ya', 'ada', 'dana', 'masuk', 'pasti', 'suruh', 'tolong', 'tingkat', 'lagi', 'yasoalnya', 'saya', 'pakai', 'simpan', 'saya']"
"['aplikasi', 'update', 'yang', 'lalu', 'minta', 'update', 'lagi']"
"['pinjam', 'bulan', 'bebas', 'bunga', 'transfer', 'kmanapun', 'gratis', 'sangat', 'rekomendasi', 'sekali', 'pokok']"
"['parah', 'line', 'bank', 'hp', 'huawei', 'tidak', 'dapat', 'buka', 'lagi', 'sungguh', 'rugi', 'customer', 'guna', 'hp', 'huawei', 'ada', 'solusi', 'yang', 'jelas', 'kalo', 'app', 'tidak', 'dapat', 'buka', 'hp', 'huawei', 'genggam', 'nya', 'ain', 'internet', 'bangking', 'seperti', 'bank', 'yang', 'lain']"
"['jelek', 'banget', 'tidak', 'dapat', 'masuk', 'daritadi', 'tidak', 'ada', 'customer service', 'lagi', 'memang', 'bank', 'aneh', 'tidak', 'siap', 'buat', 'aplikasi', 'mah', 'tidak', 'usah', 'kocak']"
"['good', 'jobs']"
"['bagus', 'line', 'bank']"
"['tidak', 'suka', 'paksa', 'update', 'aplikasi', 'tidak', 'update', 'tidak', 'dapat', 'buka', 'aplikasi', 'harus', 'klik']"
"['sudah', 'coba', 'kali', 'lolos', 'jugaper', 'tanggal', 'saya', 'uninstal', 'aplikasi', 'inijadi', 'jangan', 'salah', 'guna', 'data', 'syaapabila', 'jadi', 'saya', 'tidak', 'tanggung', 'jawabdan', 'tolong', 'hapus', 'data', 'saya']"
"['buat', 'telp', 'customer service', 'lama', 'bot', 'sulit', 'buat', 'lain']"
"['sarang', 'tukang', 'cardinghatihati', 'buat', 'yang', 'pesan', 'debit', 'card', 'nyaada', 'indikasi', 'kartu', 'diskimming', 'lebih', 'dahulu', 'oknum', 'bankkurir', 'aman', 'data', 'nasabah', 'kurang', 'perhati']"
"['aku', 'kasih', 'bintang', 'satu', 'karena', 'layan', 'kartu', 'debit', 'nya', 'lama', 'banget', 'lapor', 'tele', 'lebih', 'aju', 'debit', 'line', 'bank', 'blue', 'card', 'yang', 'sampai', 'blue', 'card', 'btw', 'aju', 'nya', 'sudah', 'bulan', 'lebih', 'stuck', 'cetak', 'saran', 'ku', 'buat', 'teman', 'mending', 'blue', 'card', 'by', 'baca', 'saja', 'line', 'bank']"
"['mau', 'daftar', 'tidak', 'jadi', 'malas', 'ada', 'vertifikasi', 'video', 'lagi', 'kapai', 'aku', 'foto', 'sama', 'ektp', 'kalo', 'ada', 'mesti', 'gitukah', 'biar', 'aman', 'lain', 'aman', 'saja', 'meski', 'tidak', 'vc']"
"['tanggal', 'saya', 'tidak', 'dapat', 'buat', 'akun', 'bank', 'gagal', 'tolong', 'hapus', 'data', 'data', 'saya', 'atas', 'nama', 'setia', 'budi', 'terima', 'kasih']"
"['aplikasi', 'baik', 'turut', 'aku', 'rekomend', 'banget']"
"['moga', 'makin', 'sukses', 'ya', 'line', 'bank', 'sangat', 'nyaman', 'mudah', 'guna']"
"['waahh', 'parah', 'banget', 'mau', 'masuk', 'kak', 'aplikasi', 'sudah', 'isi', 'password', 'tidak', 'dapat', 'masuk', 'deh', 'harus', 'verifikasi', 'lagi', 'ktp', 'selvie', 'foto', 'tetap', 'saja', 'tidak', 'dapat', 'masuk', 'alas', 'ada', 'surih', 'cek', 'jaring', 'internet', 'sudah', 'full', 'pakai', 'paket', 'data', 'hp', 'tempelin', 'kak', 'router', 'wifi', 'tidak', 'dapat', 'masuk', 'itu', 'kemanain', 'data', 'saya', 'yang', 'sudah', 'masuktolong', 'jangan', 'buat', 'aplikasi', 'main', 'curi', 'data', 'orang']"
['good']
"['bagus', 'tidak', 'ada', 'biaya', 'bulan', 'kasih', 'transfer', 'tarik', 'tunai', 'gratis']"
"['perlu', 'tingkat', 'lagi']"
"['saya', 'tidak', 'jadi', 'aju', 'tolong', 'hapus', 'data', 'sayatrimakasih']"
"['bagus', 'banget']"
"['bantu', 'bantu', 'bantu']"
"['dapat', 'aju', 'pinjam']"
"['aplikasi', 'perban', 'fitur', 'lengkap']"
